delivery_person_age,delivery_person_ratings,order_type_category,multiple_deliveries,total_distance,weather_category,road_traffic_category,vechicle_type_category,vehicle_condition,festival_bool,city_category,day_of_week,week_or_weekend,valley_or_peak,wt_minutes,time_taken_min
37.0,4.8,0,0.0,12.435273911497378,3,0,1,1,0,2,5,1,1,5.0,28
30.0,4.7,2,1.0,13.40599023449854,1,0,2,0,0,2,5,1,1,10.0,22
36.0,4.9,2,1.0,20.85345529594866,2,0,1,1,0,2,5,1,1,15.0,28
39.0,4.8,2,0.0,13.763797596291859,2,0,2,0,0,2,5,1,1,10.0,28
32.0,3.9,2,1.0,19.975659767060225,4,0,1,2,0,2,5,1,1,5.0,31
37.0,4.9,3,0.0,17.074306864253938,2,0,2,0,0,2,5,1,1,15.0,25
20.0,4.9,0,0.0,16.600295348128917,3,0,2,1,0,2,5,1,1,15.0,24
24.0,4.6,0,0.0,12.435022290478063,4,0,1,1,0,2,5,1,1,5.0,27
21.0,4.6,3,0.0,10.586832230358272,3,0,2,0,0,2,5,1,1,15.0,20
25.0,4.8,2,1.0,16.63653993393264,4,0,1,2,0,2,5,1,1,10.0,22
31.0,4.5,2,0.0,10.704253719843852,2,0,1,1,0,2,5,1,1,10.0,27
21.0,4.8,1,0.0,12.417504672683167,0,0,2,0,0,2,5,1,1,15.0,24
39.0,3.6,2,2.0,13.989165587108904,3,0,1,1,0,2,5,1,1,5.0,38
22.0,5.0,2,1.0,10.724970934242917,4,0,1,1,0,2,5,1,1,15.0,20
21.0,4.9,3,0.0,13.970142294617732,4,0,2,2,0,1,5,1,1,5.0,22
35.0,4.8,1,1.0,10.602465587615487,2,0,2,0,0,2,5,1,1,10.0,26
25.0,4.6,1,0.0,12.417020993783336,0,0,0,2,0,2,5,1,1,10.0,10
37.0,4.7,2,1.0,12.162441245233454,0,0,2,0,0,2,5,1,1,10.0,20
30.0,4.5,0,1.0,12.434930308212797,2,0,2,2,0,1,5,1,1,10.0,27
21.0,4.9,2,0.0,10.642200161695401,2,0,2,1,0,2,5,1,1,15.0,10
30.0,4.9,3,0.0,16.90251927526918,3,0,2,0,0,1,5,1,1,15.0,39
36.0,3.2,0,1.0,16.72131120034404,5,0,2,0,0,1,5,1,1,5.0,32
37.0,4.6,2,1.0,12.25583473817937,2,0,1,1,0,2,5,1,1,5.0,22
28.0,4.8,0,1.0,10.756398710753984,1,0,1,1,0,2,5,1,1,10.0,18
24.0,4.7,3,0.0,13.787622151204307,2,0,1,1,0,2,5,1,1,10.0,12
21.0,5.0,0,1.0,13.680938974352056,2,0,1,2,0,2,5,1,1,10.0,19
34.0,4.7,0,1.0,13.97207232357919,5,0,1,2,0,2,5,1,1,15.0,26
27.0,4.5,2,1.0,20.1774446584577,1,0,0,2,0,1,5,1,1,15.0,18
37.0,4.9,3,2.0,19.61919459245273,4,0,2,0,0,2,5,1,1,10.0,41
35.0,4.6,0,1.0,19.663153082401184,1,0,0,2,0,2,5,1,1,10.0,28
31.0,4.7,1,1.0,11.919611681894452,1,0,0,2,0,1,5,1,1,10.0,29
28.0,5.0,1,1.0,17.07364853729275,1,0,2,1,0,1,5,1,1,15.0,17
29.0,4.9,0,1.0,16.659926801136262,1,0,1,2,0,2,5,1,1,5.0,15
37.0,4.6,2,1.0,19.760825301806623,3,0,2,0,0,2,5,1,1,15.0,40
24.0,3.2,1,1.0,10.711206316473577,5,0,1,2,0,1,5,1,1,10.0,36
24.0,4.6,1,0.0,17.07428036276252,2,0,1,2,0,1,5,1,1,5.0,10
20.0,5.0,0,1.0,12.162025805140606,0,0,2,0,0,1,5,1,1,15.0,24
32.0,3.6,0,1.0,17.078052659451714,4,0,2,1,0,2,5,1,1,5.0,35
21.0,4.6,2,0.0,19.761907331858517,1,0,2,0,0,2,5,1,1,10.0,18
39.0,3.0,3,1.0,20.253714722224554,5,0,2,0,0,2,5,1,1,10.0,31
36.0,4.7,0,1.0,19.76010821426079,5,0,1,2,0,2,5,1,1,5.0,20
36.0,3.8,3,1.0,20.183557607412258,4,0,1,2,0,2,5,1,1,10.0,32
30.0,4.9,1,0.0,12.419867815281147,0,0,2,0,0,2,5,1,1,15.0,24
37.0,4.3,3,0.0,19.88338809561328,3,0,1,2,0,1,5,1,1,5.0,35
27.0,4.9,0,1.0,19.91646004358764,1,0,1,2,0,2,5,1,1,15.0,13
38.0,4.9,1,1.0,12.256338062364007,1,0,2,0,0,2,5,1,1,10.0,27
29.0,5.0,3,1.0,20.25377972072268,2,0,2,1,0,1,5,1,1,15.0,12
25.0,2.9,1,1.0,20.206835984960623,5,0,0,2,0,1,5,1,1,15.0,31
34.0,4.6,3,1.0,19.915998591672043,3,0,2,0,0,2,5,1,1,15.0,38
35.0,4.3,0,0.0,13.68206342452558,4,0,1,1,0,2,5,1,1,10.0,38
39.0,3.8,0,0.0,19.8830153316654,4,0,1,1,0,2,5,1,1,5.0,37
32.0,4.9,1,0.0,10.868259086398918,5,0,1,1,0,2,5,1,1,5.0,16
31.0,5.0,1,1.0,10.707021253918148,4,0,2,1,0,2,5,1,1,5.0,25
30.0,4.9,1,1.0,13.68107585599462,1,0,2,1,0,2,5,1,1,15.0,21
30.0,4.6,1,1.0,19.688434603710945,1,0,2,0,0,2,5,1,1,15.0,21
36.0,4.6,3,1.0,10.641595955404298,1,0,2,1,0,2,5,1,1,10.0,27
38.0,4.6,0,1.0,16.722141789376934,1,0,2,0,0,2,5,1,1,5.0,21
28.0,4.5,1,0.0,20.851755159164966,4,0,2,0,0,2,5,1,1,10.0,22
30.0,4.5,1,1.0,16.659913508731986,5,0,1,1,0,1,5,1,1,5.0,16
22.0,4.7,2,1.0,13.583479034663934,1,0,1,1,0,2,5,1,1,10.0,16
29.0,4.7,0,0.0,16.852141967918357,0,0,1,2,0,2,5,1,1,5.0,18
28.0,4.5,3,1.0,10.86730174566588,5,0,2,0,0,2,5,1,1,15.0,25
23.0,4.5,1,0.0,17.09792042743721,0,0,1,2,0,2,5,1,1,5.0,12
29.0,4.9,0,0.0,19.76009100596115,0,0,2,0,0,2,5,1,1,5.0,20
30.0,4.1,3,0.0,16.63547419340178,4,0,2,1,0,1,5,1,0,10.0,39
33.0,4.8,0,1.0,16.393834524897404,4,0,1,1,0,2,5,1,0,10.0,30
20.0,4.7,1,1.0,10.562893499322598,3,0,0,2,0,2,5,1,0,10.0,28
38.0,4.8,1,1.0,10.75756963212558,1,0,1,2,0,2,5,1,0,15.0,24
34.0,4.9,0,1.0,16.66013113561463,0,0,0,2,0,2,5,1,0,5.0,24
35.0,4.7,3,0.0,20.442957999506234,2,0,1,2,0,1,5,1,0,5.0,28
38.0,3.2,0,0.0,12.256944675903481,5,0,2,0,0,2,5,1,0,5.0,32
30.0,4.5,3,1.0,12.420741250283866,0,0,2,0,0,2,5,1,0,15.0,21
31.0,4.7,1,0.0,10.868853202792332,1,0,2,0,0,2,5,1,0,15.0,21
35.0,4.6,2,0.0,10.906447617493885,1,0,2,0,0,1,5,1,0,10.0,21
34.0,4.7,2,0.0,12.116967345533423,1,0,2,0,0,2,5,1,0,15.0,29
35.0,5.0,0,0.0,13.61119060579108,5,0,2,1,0,2,5,1,0,15.0,20
30.0,4.6,3,1.0,19.688421758267,0,0,2,0,0,2,5,1,0,5.0,28
26.0,4.8,1,1.0,10.86559913552465,4,0,2,0,0,2,5,1,0,10.0,22
27.0,4.7,0,0.0,12.292616777794466,3,0,2,0,0,2,5,1,0,15.0,24
37.0,4.7,0,1.0,19.76030609560422,1,0,1,2,0,1,5,1,0,5.0,21
28.0,4.8,1,0.0,13.78972650469616,3,0,2,0,0,1,5,1,0,5.0,23
39.0,4.1,3,1.0,13.96886131654743,3,0,1,2,0,2,5,1,0,5.0,34
30.0,5.0,3,0.0,10.70468701978954,2,0,1,1,0,2,5,1,0,15.0,28
37.0,4.2,0,1.0,17.078016461290478,4,0,2,2,0,2,5,1,0,15.0,31
34.0,3.8,1,1.0,17.09802055680367,3,0,2,1,0,1,5,1,0,5.0,33
38.0,4.7,1,0.0,16.902830079649064,5,0,2,1,0,2,5,1,0,5.0,24
24.0,4.8,2,0.0,20.20637280538157,2,0,1,2,0,1,5,1,0,5.0,11
27.0,4.9,3,1.0,16.659997066809556,3,0,1,2,0,2,5,1,0,10.0,28
33.0,4.6,0,1.0,12.293450767388068,0,0,1,1,0,2,5,1,0,5.0,27
27.0,4.5,0,1.0,20.25348714168084,5,0,2,0,0,2,5,1,0,15.0,21
21.0,4.7,1,1.0,10.865791710349683,5,0,1,1,0,2,5,1,0,15.0,28
29.0,4.8,0,0.0,10.641066008032313,3,0,2,0,0,2,5,1,0,10.0,22
37.0,4.7,1,1.0,19.916287519285174,3,0,2,2,0,2,5,1,0,10.0,27
22.0,4.9,3,0.0,12.238703250118386,1,0,2,0,0,1,5,1,0,10.0,20
31.0,4.0,0,1.0,12.420709696156264,4,0,2,0,0,2,5,1,0,10.0,35
39.0,4.9,3,1.0,13.611585523221796,5,0,2,0,0,2,5,1,0,5.0,27
38.0,4.2,1,1.0,10.59046301922267,3,0,2,0,0,2,5,1,0,5.0,36
28.0,4.9,1,1.0,10.867153312491158,5,0,2,0,0,2,5,1,0,10.0,27
25.0,4.9,1,1.0,11.007749968275446,5,0,2,1,0,1,5,1,0,5.0,25
31.0,3.4,2,1.0,14.022317650902435,5,0,2,0,0,1,5,1,0,5.0,31
27.0,4.9,3,1.0,16.903259251263673,2,0,0,2,0,2,5,1,0,5.0,16
22.0,4.6,3,1.0,19.97572363305784,5,0,2,0,0,2,5,1,0,5.0,26
23.0,5.0,1,0.0,10.587128328620123,1,0,1,1,0,2,5,1,0,5.0,14
37.0,4.9,3,0.0,12.233752208089737,1,0,2,2,0,2,5,1,0,5.0,17
38.0,4.3,1,0.0,17.297889645743044,3,0,2,2,0,2,5,1,0,5.0,37
29.0,4.9,1,0.0,3.0527349266461403,0,0,0,2,0,2,6,1,0,15.0,14
21.0,4.7,2,1.0,3.0883805507590076,1,0,1,2,0,2,6,1,0,10.0,13
25.0,4.4,3,0.0,1.5102080072706807,0,0,2,0,0,2,6,1,0,10.0,18
32.0,4.6,3,1.0,3.087796868727929,1,0,2,2,0,2,6,1,0,15.0,27
27.0,4.2,0,1.0,3.1450717787737443,1,0,2,0,0,2,6,1,0,15.0,24
36.0,4.9,1,1.0,2.9962240841014434,0,0,2,2,0,1,6,1,0,10.0,25
20.0,4.7,2,0.0,1.4981268799573007,1,0,2,1,0,2,6,1,0,10.0,10
30.0,5.0,2,0.0,3.0201484659832905,5,0,0,2,0,2,6,1,0,10.0,13
31.0,5.0,3,1.0,1.4686454556843762,3,0,2,0,0,2,6,1,0,10.0,25
33.0,4.8,1,1.0,1.4923646406013098,2,0,2,2,0,2,6,1,0,5.0,27
21.0,4.1,2,1.0,2.9303462703778074,1,0,2,0,0,1,6,1,0,15.0,18
26.0,4.8,0,1.0,2.930344284272425,3,0,2,2,0,2,6,1,0,15.0,14
38.0,4.6,0,0.0,1.5606584308873834,3,0,1,1,0,2,6,1,0,10.0,18
34.0,4.7,3,0.0,1.4922862760200137,0,0,2,2,0,1,6,1,0,10.0,22
35.0,4.9,2,1.0,1.5725359013624185,3,0,0,2,0,2,6,1,0,5.0,17
24.0,4.8,1,1.0,1.4883260818400268,3,0,2,0,0,2,6,1,0,15.0,21
29.0,4.9,2,0.0,1.5100992110932148,2,0,1,2,0,2,6,1,0,15.0,11
22.0,4.9,0,0.0,1.5725359013624185,3,0,2,1,0,1,6,1,0,10.0,15
23.0,4.8,2,0.0,1.4687671954740409,5,0,2,0,0,2,6,1,0,15.0,17
24.0,5.0,3,1.0,1.4883429967308441,0,0,1,1,0,1,6,1,0,10.0,12
38.0,4.0,2,0.0,1.5725359013624185,1,0,2,0,0,2,6,1,0,15.0,31
27.0,4.5,0,0.0,1.5263926364394986,3,0,2,0,0,2,6,1,0,10.0,15
30.0,4.6,3,1.0,3.0878947320085994,2,0,1,1,0,1,6,1,0,15.0,27
30.0,4.9,0,1.0,2.996231956584148,2,0,0,2,0,1,6,1,0,15.0,27
35.0,4.4,0,0.0,3.05275537628296,2,0,2,0,0,2,6,1,0,5.0,20
20.0,4.3,1,1.0,1.4883311588115662,1,0,2,0,0,2,6,1,0,15.0,20
20.0,4.7,2,1.0,1.4651607370464677,4,0,2,1,0,1,6,1,0,15.0,18
32.0,4.7,0,0.0,2.9846715644796245,5,0,2,2,0,2,6,1,0,15.0,13
34.0,4.3,3,0.0,2.984514811645493,0,0,2,0,0,2,6,1,0,15.0,29
35.0,4.2,1,1.0,3.08974092742834,2,0,2,0,0,2,6,1,0,5.0,31
35.0,4.7,0,0.0,1.492350064382777,2,0,1,1,0,2,6,1,0,10.0,23
24.0,4.7,1,1.0,3.1450717787737443,4,0,0,2,0,1,6,1,0,15.0,15
25.0,5.0,3,1.0,3.0271043120932393,2,0,1,1,0,2,6,1,0,5.0,16
32.0,4.6,0,1.0,2.9375403118764027,1,0,1,2,0,2,6,1,0,5.0,28
30.0,4.7,1,1.0,1.513769652693673,4,0,2,2,0,2,6,1,0,5.0,17
20.0,4.9,3,0.0,3.0274878165897583,2,0,1,1,0,1,6,1,0,10.0,10
23.0,4.9,2,1.0,1.5099243864240748,4,0,1,2,0,2,6,1,0,10.0,19
26.0,5.0,2,0.0,1.513575781011208,5,0,2,0,0,1,6,1,0,15.0,13
25.0,4.6,3,0.0,1.560558171780897,4,0,1,1,0,1,6,1,0,10.0,12
38.0,4.8,2,0.0,1.5103453173841845,0,0,1,2,0,2,6,1,0,15.0,22
37.0,5.0,3,1.0,3.1450717787737443,2,0,1,2,0,2,6,1,0,10.0,21
30.0,4.8,3,1.0,3.1450717787737443,5,0,0,2,0,2,6,1,0,10.0,17
30.0,4.5,0,1.0,1.5725359013624185,1,0,2,1,0,2,6,1,0,15.0,26
23.0,4.7,0,0.0,3.0201248986213187,3,0,1,1,0,2,6,1,0,10.0,16
30.0,5.0,0,0.0,3.1450717787737443,5,0,1,1,0,2,6,1,0,10.0,14
20.0,4.7,0,0.0,2.9765936398672355,5,0,2,0,0,2,6,1,0,5.0,17
32.0,4.7,3,1.0,2.9844181627171107,0,0,0,2,0,2,6,1,0,10.0,26
21.0,4.6,1,1.0,1.4980984873614898,3,0,2,0,0,2,6,1,0,15.0,17
37.0,4.8,3,1.0,1.5605597919879728,5,0,1,2,0,2,6,1,0,10.0,17
31.0,4.1,3,1.0,2.9961410431764985,2,0,2,0,0,2,6,1,0,5.0,33
21.0,4.5,1,1.0,3.027296315518041,0,0,1,1,0,2,6,1,0,15.0,18
36.0,4.1,2,1.0,3.0201466005649475,0,0,2,0,0,2,6,1,0,5.0,21
34.0,5.0,3,1.0,3.1450717787737443,4,0,1,1,0,1,6,1,0,5.0,16
32.0,4.6,2,1.0,3.1450717787737443,0,0,1,2,0,2,6,1,0,10.0,22
37.0,5.0,0,1.0,3.0527400460352885,2,0,1,1,0,1,6,1,0,10.0,29
31.0,4.1,2,1.0,1.5725359013624185,0,0,2,0,0,2,6,1,0,5.0,26
38.0,4.8,1,1.0,1.4922922448185318,2,0,0,2,0,2,6,1,0,15.0,26
34.0,4.9,0,1.0,1.4881243492618041,4,0,1,2,0,2,6,1,0,10.0,18
21.0,4.5,0,1.0,1.4650694288682355,2,0,0,2,0,2,6,1,0,10.0,13
27.0,4.5,3,0.0,1.4688183545008993,1,0,1,2,0,2,6,1,0,5.0,15
28.0,4.8,3,1.0,3.0883646249744987,0,0,2,1,0,2,6,1,0,5.0,19
38.0,4.8,0,0.0,2.9846123481393847,3,0,2,2,0,2,6,1,0,15.0,17
37.0,4.7,0,0.0,3.1450717787737443,5,0,1,1,0,1,6,1,0,15.0,13
27.0,4.7,2,1.0,3.1210975117631383,4,0,1,2,0,2,6,1,0,10.0,12
30.0,4.6,0,1.0,1.5441391425361093,4,0,2,0,0,1,6,1,0,5.0,25
20.0,4.6,2,1.0,3.1450717787737443,5,0,2,0,0,2,6,1,0,10.0,17
21.0,4.9,3,1.0,3.1450717787737443,2,0,2,1,0,1,6,1,0,10.0,11
35.0,4.7,3,0.0,3.1450717787737443,0,0,1,2,0,2,6,1,0,5.0,24
23.0,4.9,0,1.0,1.4923375473367961,1,0,2,2,0,2,6,1,0,10.0,19
27.0,4.8,3,0.0,3.1450717787737443,2,0,1,1,0,2,6,1,0,15.0,11
24.0,4.9,2,0.0,2.984617369764323,1,0,2,1,0,2,6,1,0,10.0,16
25.0,4.8,1,1.0,2.930342337103458,3,0,1,2,0,2,6,1,0,10.0,19
34.0,4.3,3,0.0,2.93026184820658,0,0,2,0,0,2,6,1,0,10.0,20
31.0,4.5,3,0.0,3.0271203564208333,3,0,1,1,0,2,6,1,0,15.0,16
38.0,4.6,3,0.0,1.5099360363470593,2,0,1,1,0,1,6,1,0,10.0,23
36.0,4.8,0,0.0,3.121428016046837,5,0,1,1,0,2,6,1,0,15.0,10
23.0,4.7,1,1.0,1.560622945944357,4,0,2,0,0,2,6,1,0,10.0,15
22.0,4.6,1,0.0,1.5442003139627969,0,0,1,1,0,2,6,1,0,5.0,13
33.0,4.4,0,1.0,1.4651878348923009,2,0,2,0,0,2,6,1,0,15.0,24
22.0,4.8,2,0.0,1.5137025154419956,3,0,2,0,0,2,6,1,0,15.0,20
34.0,4.7,3,1.0,1.465252748736256,4,0,2,1,0,1,6,1,0,15.0,18
38.0,5.0,3,1.0,1.513646460906772,0,0,2,1,0,1,6,1,0,10.0,25
34.0,4.9,2,1.0,3.1210958505066952,0,0,1,2,0,2,6,1,0,15.0,28
32.0,4.9,0,1.0,3.1450717787737443,0,0,1,2,0,2,6,1,0,15.0,29
37.0,4.8,3,1.0,3.0527579447790463,1,0,2,1,0,1,6,1,0,10.0,27
39.0,4.8,3,1.0,1.5439654382679047,1,0,0,2,0,2,6,1,0,5.0,25
32.0,4.8,0,1.0,1.5137720029892339,3,0,2,0,0,2,6,1,0,5.0,25
39.0,4.2,1,1.0,1.5135746142271767,1,0,2,0,0,2,6,1,0,10.0,30
38.0,4.8,2,1.0,1.5100883621065238,5,0,2,0,0,2,6,1,0,15.0,20
25.0,4.6,1,1.0,2.9371888111359223,0,0,2,1,0,2,6,1,0,10.0,12
36.0,4.5,1,1.0,3.1214105610031018,0,0,1,1,0,2,6,1,0,15.0,27
32.0,4.8,1,0.0,1.5725359013624185,0,0,1,1,0,1,6,1,0,5.0,24
31.0,4.7,1,0.0,3.0272424251832786,0,0,1,1,0,1,6,1,0,5.0,21
39.0,4.6,0,1.0,1.4922872111829348,2,0,1,2,0,2,6,1,0,15.0,27
23.0,4.7,3,1.0,1.543964516902196,4,0,2,0,0,1,6,1,0,15.0,16
27.0,4.9,2,1.0,3.121092608518531,3,0,2,0,0,2,6,1,0,5.0,23
24.0,4.9,1,1.0,3.0203338894801046,5,0,2,1,0,2,6,1,0,15.0,18
39.0,5.0,1,0.0,1.5439825405855838,4,0,1,1,0,2,6,1,0,5.0,19
20.0,4.8,1,1.0,1.4883305580617865,3,0,2,0,0,2,6,1,0,10.0,24
31.0,4.6,2,0.0,1.5439098130681532,4,0,0,2,0,1,6,1,0,15.0,17
24.0,4.6,1,0.0,3.027354555635383,0,0,1,1,0,1,6,1,0,15.0,11
34.0,4.9,1,1.0,2.930318710914814,0,0,2,2,0,1,6,1,0,15.0,22
35.0,4.5,1,0.0,1.5725359013624185,2,0,2,1,0,1,6,1,0,5.0,22
39.0,4.2,0,1.0,2.9844048107970997,1,0,2,0,0,2,6,1,0,5.0,33
22.0,4.3,0,0.0,1.513651705986321,0,0,2,0,0,2,6,1,0,10.0,29
23.0,4.9,0,1.0,1.526337062711718,0,0,1,2,0,1,6,1,0,15.0,16
27.0,4.9,3,0.0,3.121192977045567,1,0,2,1,0,1,6,1,0,15.0,12
27.0,4.9,3,0.0,1.5263753272078244,0,0,1,1,0,2,6,1,0,5.0,19
23.0,4.1,1,1.0,1.488305972959282,2,0,2,0,0,2,6,1,0,15.0,29
26.0,4.7,2,0.0,1.5263781535009542,5,0,0,2,0,2,6,1,0,10.0,20
36.0,4.6,3,1.0,1.5725359013624185,4,0,2,2,0,2,6,1,0,10.0,17
24.0,4.2,2,1.0,3.027101038446283,2,0,2,0,0,2,6,1,0,15.0,28
29.0,4.5,0,0.0,2.996317513645901,3,0,2,2,0,1,6,1,0,10.0,11
28.0,4.8,3,0.0,2.984660056681329,5,0,1,2,0,1,6,1,0,5.0,20
32.0,4.6,2,1.0,3.1214155973049684,2,0,1,2,0,2,6,1,0,15.0,29
38.0,4.4,0,1.0,3.088347047984606,0,0,2,0,0,2,6,1,0,10.0,20
34.0,4.8,0,0.0,3.052705419798355,3,0,2,1,0,2,6,1,0,10.0,17
28.0,4.7,1,1.0,1.4981101625445818,1,0,2,2,0,2,6,1,0,5.0,13
28.0,4.8,0,1.0,1.4652243917426955,5,0,1,2,0,2,6,1,0,15.0,15
32.0,5.0,0,1.0,1.5725359013624185,4,0,1,1,0,2,6,1,0,15.0,17
28.0,5.0,3,1.0,1.526397569116471,1,0,0,2,0,1,6,1,0,10.0,17
20.0,4.7,2,0.0,1.4652436254938368,0,0,1,2,0,1,6,1,0,10.0,12
23.0,4.6,0,1.0,3.1213239941961803,1,0,2,1,0,1,6,1,0,10.0,19
20.0,4.7,1,0.0,1.4922379588491563,0,0,2,1,0,1,6,1,0,10.0,10
25.0,4.9,1,1.0,1.4981538536699823,0,0,2,2,0,1,6,1,0,5.0,17
31.0,4.9,3,1.0,3.087892888721933,3,0,2,1,0,2,6,1,0,5.0,15
34.0,4.6,0,0.0,1.5725359013624185,0,0,1,2,0,2,6,1,0,15.0,26
31.0,4.7,3,1.0,2.9846413918422403,2,0,1,2,0,2,6,1,0,5.0,26
21.0,4.7,3,1.0,1.5136478138453742,3,0,2,1,0,2,6,1,0,5.0,14
26.0,4.9,0,1.0,1.4653294734252054,5,0,2,0,0,2,6,1,0,5.0,17
20.0,4.8,2,0.0,1.5725359013624185,5,0,2,1,0,1,6,1,0,15.0,15
29.0,4.3,1,0.0,2.976593251083826,0,0,2,0,0,1,6,1,0,5.0,15
31.0,4.8,2,1.0,1.5137097413462488,1,0,2,1,0,2,6,1,0,5.0,21
28.0,4.5,3,0.0,1.4981400011641262,0,0,2,0,0,2,6,1,0,10.0,20
31.0,4.9,0,1.0,1.4651918133524389,3,0,0,2,0,2,6,1,0,10.0,17
32.0,4.8,3,0.0,2.976639454995104,1,0,1,2,0,2,6,1,0,5.0,24
35.0,4.9,2,0.0,1.513595458219194,3,0,2,2,0,1,6,1,0,10.0,17
35.0,4.3,0,0.0,1.5607257938720354,2,0,2,0,0,2,6,1,0,5.0,28
39.0,4.8,3,1.0,3.0273690102030204,2,0,1,2,0,2,6,1,0,15.0,23
36.0,4.5,3,1.0,1.5725359013624185,1,0,0,2,0,2,6,1,0,5.0,28
34.0,4.9,0,0.0,2.9961978374772857,5,0,2,0,0,1,6,1,0,10.0,26
34.0,4.8,1,1.0,3.0879289469279043,3,0,2,0,0,1,6,1,0,15.0,26
25.0,4.7,3,0.0,1.5439354233890392,0,0,2,1,0,2,6,1,0,5.0,16
28.0,4.7,2,0.0,3.052825582052013,2,0,1,1,0,1,6,1,0,5.0,18
29.0,4.9,2,1.0,1.4687270146515738,5,0,1,2,0,2,6,1,0,5.0,19
20.0,4.1,2,1.0,3.1212800521429327,0,0,2,0,0,2,6,1,0,15.0,25
38.0,4.4,0,1.0,1.5440185320180617,2,0,2,0,0,2,6,1,0,5.0,23
38.0,4.7,0,0.0,1.5725359013624185,5,0,2,2,0,2,6,1,0,15.0,19
25.0,4.8,1,0.0,1.513769133203246,1,0,1,2,0,2,6,1,0,10.0,15
34.0,4.7,3,1.0,3.0269355757515974,2,0,2,1,0,2,6,1,0,15.0,27
29.0,4.9,0,1.0,1.488325163023397,0,0,1,1,0,1,6,1,0,10.0,13
28.0,4.3,3,1.0,2.9304405957938897,1,0,2,0,0,1,6,1,0,15.0,29
35.0,4.9,2,1.0,1.5134931109021472,1,0,2,1,0,2,6,1,0,15.0,22
34.0,4.6,2,0.0,1.5606651938232283,1,0,2,2,0,1,6,1,0,10.0,27
23.0,4.7,3,0.0,1.5264031480391493,3,0,1,2,0,2,6,1,0,15.0,11
31.0,4.9,0,0.0,1.54419152812085,5,0,2,0,0,2,6,1,0,15.0,26
31.0,4.8,2,1.0,1.5606442374622116,4,0,2,0,0,2,6,1,0,5.0,27
30.0,4.4,0,1.0,1.5605606222136343,0,0,2,0,0,2,6,1,0,10.0,24
34.0,4.9,0,1.0,1.5439165213277781,1,0,1,2,0,2,6,1,0,15.0,24
22.0,4.8,2,1.0,1.5263990203886422,3,0,2,0,0,2,6,1,0,15.0,15
20.0,4.9,1,1.0,3.1450717787737443,1,0,1,1,0,1,6,1,0,10.0,13
38.0,4.9,3,0.0,3.088292291409586,0,0,1,2,0,2,6,1,0,10.0,24
35.0,4.6,1,1.0,1.4686264592856912,2,0,2,1,0,2,6,1,0,15.0,27
27.0,4.8,3,0.0,1.4688475646207533,3,0,2,0,0,2,6,1,0,5.0,19
27.0,4.7,2,0.0,1.4923473405958734,0,0,2,1,0,2,6,1,0,5.0,10
25.0,4.6,1,1.0,2.9761897274585776,3,0,2,0,0,2,6,1,0,10.0,24
26.0,4.8,2,0.0,1.492279977988019,0,0,1,2,0,1,6,1,0,10.0,18
27.0,4.7,2,1.0,1.465203625079046,1,0,2,1,0,1,6,1,0,15.0,17
27.0,4.6,3,1.0,2.9303491391842784,2,0,1,1,0,2,6,1,0,15.0,12
31.0,5.0,2,1.0,3.1450717787737443,1,0,1,2,0,2,6,1,0,10.0,27
24.0,4.1,0,0.0,1.4883166048785665,0,0,2,0,0,1,6,1,0,10.0,16
23.0,4.9,3,1.0,3.020364232747624,2,0,1,1,0,1,6,1,0,5.0,11
39.0,4.7,1,1.0,3.0882156966852348,4,0,1,1,0,2,6,1,0,10.0,18
39.0,4.2,0,1.0,1.4981513661139318,1,0,2,0,0,2,6,1,0,5.0,33
36.0,4.8,3,1.0,1.5606733904391872,0,0,2,1,0,2,6,1,0,15.0,22
29.0,4.9,1,1.0,1.5136458046285783,5,0,2,2,0,2,6,1,0,15.0,19
28.0,4.7,2,1.0,1.4922836148234557,1,0,2,2,0,1,6,1,0,10.0,12
36.0,4.7,3,0.0,1.5725359013624185,5,0,2,0,0,2,6,1,0,15.0,25
21.0,4.9,1,0.0,3.027098704432838,4,0,2,0,0,2,6,1,0,15.0,15
37.0,4.9,1,1.0,3.0272411123731655,3,0,1,1,0,1,6,1,0,5.0,16
25.0,5.0,2,1.0,1.5605756349366442,1,0,2,1,0,2,6,1,0,5.0,14
37.0,4.9,1,1.0,2.996198385466775,0,0,2,1,0,2,6,1,0,10.0,20
37.0,5.0,1,1.0,1.468848883836599,5,0,2,1,0,2,6,1,0,10.0,16
31.0,5.0,3,1.0,1.4651420428739563,1,0,2,1,0,2,6,1,0,10.0,28
21.0,4.6,3,0.0,2.930219158442299,3,0,2,2,0,2,6,1,0,5.0,17
29.0,4.1,2,1.0,1.4652520933782185,2,0,2,0,0,2,6,1,0,10.0,21
20.0,4.8,0,1.0,1.5725359013624185,3,0,2,0,0,2,6,1,0,15.0,18
37.0,4.9,1,1.0,1.4651245808724938,3,0,2,1,0,1,6,1,0,10.0,15
35.0,4.9,3,0.0,2.9962119395517286,0,0,1,2,0,2,6,1,0,15.0,21
31.0,4.7,3,1.0,2.976615623291036,4,0,2,0,0,2,6,1,0,15.0,28
32.0,4.6,2,1.0,1.5606589033840463,1,0,1,1,0,2,6,1,0,10.0,28
33.0,4.9,0,1.0,1.5725359013624185,5,0,1,1,0,2,6,1,0,5.0,18
27.0,4.6,0,0.0,2.930383875242054,0,0,1,1,0,1,6,1,0,15.0,12
